label,label_str,predicted,predicted_str,is_correct,source,email_excerpt
1,PHISHING,0,SAFE,0,nazario,"Subject: Central Bank - banking@home e-statements and Online Bill Pay deactivation

<html>
<head>
<title>Untitled Docume"
0,SAFE,0,SAFE,1,enron,"Subject: egm due diligence team members

egm due diligence team members sally - the following people will be the core of"
0,SAFE,0,SAFE,1,enron,"Subject: 2001 world energy congress

2001 world energy congress the 2001 world energy congress has extended a formal inv"
1,PHISHING,1,PHISHING,1,nazario,"Subject: New Security System !

<table bgcolor="""" border=""0"" cellpadding=""1"" cellspacing=""0"" width=""778"">
		<tr>
<td val"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Account Review. PayPal Team identified some unusual activity in your 

<html>

<head>
  <style type=""text/css"">"
1,PHISHING,0,SAFE,0,nazario,"Subject: Security Measures

<FONT><strong> Dear Valued Chase Member</strong></FONT>,<br>
<br>During our regularly sched"
1,PHISHING,0,SAFE,0,nazario,"Subject: Important Message For National City Client!

<head>
<meta    http-equiv=""Content-Type""    content=""text/html; c"
0,SAFE,0,SAFE,1,enron,"Subject: nom 5 / 1 ( revised ) - eastrans

nom 5 / 1 ( revised ) - eastrans my understanding is that we have been cut fo"
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal Account Review Department

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<"
1,PHISHING,0,SAFE,0,nazario,"Subject: Account Secure Confirmation! (mess_id: a199325523pz)

<head>
<meta    http-equiv=""Content-Type""    content=""tex"
0,SAFE,0,SAFE,1,enron,"Subject: new market / supply access

new market / supply access - - - - - - - - - - - - - - - - - - - - - - forwarded by"
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal E-TAN Software Nr 

Sehr geehrter PayPal Kunde,

sowie wir Ihnen bereits mitgeteilt haben, haben wir die"
0,SAFE,0,SAFE,1,enron,"Subject: simulation

simulation i have met with john l and most trading heads and back office heads .
concensus was to h"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Notification of limited account access

<font face=""Verdana"">
<a target=""_blank"" href=""http://www.paypal.com/cg"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question for item #250026510836 - Respond Now<

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXXX"
0,SAFE,0,SAFE,1,enron,"Subject: re : congratulations

re : congratulations thanks sally , congrats to you also .
regards
rob
enron north americ"
0,SAFE,0,SAFE,1,enron,"Subject: re : country risk jr . economist hiring

re : country risk jr . economist hiring vince ,
thanks .
- - gwyn
vinc"
0,SAFE,1,PHISHING,0,enron,"Subject: fw : employment offer authorization

fw : employment offer authorization - - - - - original message - - - - -
f"
0,SAFE,0,SAFE,1,enron,"Subject: re : transwestern transport proposal

re : transwestern transport proposal thank you ,
if we would rather not p"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Your PayPal account will be suspended !

<html>
<head>
<title>Notification - PayPal</title>
<style type=""text/c"
0,SAFE,0,SAFE,1,enron,"Subject: revised sea robin availabilities effective 6 / 17 / 00

revised sea robin availabilities effective 6 / 17 / 00 "
1,PHISHING,0,SAFE,0,nazario,"Subject: Warning notification from Capital One Bank

<<html><head>
  <meta content=""text/html;charset=iso-8859-1"" http-e"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question about your item -- respond now

<P>
<TABLE cellSpacing=0 cellPadding=0 width=""100%"">
<TBODY>
<TR>
<TD "
1,PHISHING,0,SAFE,0,nazario,"Subject: National City corporate customer cervice: secure details confirmation! (message id: Q459666257L)

<head>
<meta "
1,PHISHING,0,SAFE,0,nazario,"Subject: Account Notification! (mess_id: ZT67518468)

<head>
<meta      http-equiv=""Content-Type""   content=""text/html; "
1,PHISHING,0,SAFE,0,nazario,"Subject: Attention eBay Inc Client

<html>  <p>   <font       face=""Arial"">  <A   HREF=""https://signin.ebay.com/ws/eBayI"
0,SAFE,0,SAFE,1,enron,"Subject: hpl / enron nom . for 11 / 01 / 00

hpl / enron nom . for 11 / 01 / 00 ( see attached file : hplnl 101 . xls )
"
0,SAFE,0,SAFE,1,enron,"Subject: request submitted : access request for brian . redmond @ enron . com

request submitted : access request for br"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question about Item -- Respond Now

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXXX-->
<!--srcI"
1,PHISHING,0,SAFE,0,nazario,"Subject: >Question for item #250026510836 - Respond Now<

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXX"
0,SAFE,1,PHISHING,0,enron,"Subject: answer the credit union survey and you could win cash !

answer the credit union survey and you could win cash "
0,SAFE,0,SAFE,1,enron,"Subject: electric systems for non - engineers

electric systems for non - engineers electric systems for non - engineers"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Fifth Third Bank: Account Investigation Warning

<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"""
0,SAFE,0,SAFE,1,enron,"Subject: re : jeff skilling ' s presentation

re : jeff skilling ' s presentation i want to thank all of you for all you"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question From eBay Member

<DIV id=RTEContent>
<TABLE cellSpacing=0 cellPadding=0 width=""100%"" border=0 xmlns:x"
0,SAFE,0,SAFE,1,enron,"Subject: panenergy 4 / 01

panenergy 4 / 01 daren :
did we exchange with panenergy in april ? if we did , can you send m"
0,SAFE,0,SAFE,1,enron,"Subject: re : message from grant

re : message from grant grant ,
i shall be in the office for a few hours today ( looks"
0,SAFE,0,SAFE,1,enron,"Subject: fw : can you check a deal for me

fw : can you check a deal for me bill -
mpc looked again and does not show th"
0,SAFE,0,SAFE,1,enron,"Subject: same day change - revision # 2 - txu fuel trans k # 501 - november

same day change - revision # 2 - txu fuel t"
